"oid","typ","cid","tna","rnk","tid","oei","oli","eag","lag","rid","lng","lat"
375995,"occ",35472,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,9534,20.533333,48.049999
379666,"occ",35907,"Canis lupus",3,44860,"Early Pleistocene","Middle Pleistocene",2.588,0.126,9643,16.799999,49.400002
379667,"occ",35907,"Vulpes",5,41248,"Early Pleistocene","Middle Pleistocene",2.588,0.126,9643,16.799999,49.400002
380822,"occ",36134,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9695,12.3,41.883331
381189,"occ",36206,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9643,11.316667,51.400002
381231,"occ",22728,"Canis lupus",3,44860,"Pleistocene",NA,2.588,0.0117,9643,11.3833,50.983299
381395,"occ",36214,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9643,14.083333,49.933334
381397,"occ",36214,"Vulpes",5,41248,"Middle Pleistocene",NA,0.781,0.126,9643,14.083333,49.933334
381462,"occ",36219,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9643,14.583333,50.183334
381463,"occ",36219,"Vulpes",5,41248,"Middle Pleistocene",NA,0.781,0.126,9643,14.583333,50.183334
381496,"occ",36220,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9643,9.95,49.816666
382561,"occ",36373,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,9754,11.3,42.400002
382572,"occ",36376,"Canis familiaris",3,104153,"Quaternary",NA,2.588,0,9756,8.8333,45.799999
384496,"occ",36586,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,9810,100.940002,24.870001
384497,"occ",36586,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,9810,100.940002,24.870001
385962,"occ",36452,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,9858,-4.372222,40.797779
385964,"occ",36517,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,9858,-4.372222,40.797779
387459,"occ",37024,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,9913,35.566666,32.683334
387460,"occ",37024,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,9913,35.566666,32.683334
387461,"occ",37024,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,9913,35.566666,32.683334
387487,"occ",37026,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,9913,35.566666,32.683334
387488,"occ",37026,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,9913,35.566666,32.683334
387710,"occ",37064,"Nyctereutes procyonoides",3,232952,"Pleistocene","Holocene",2.588,0,9935,119.019997,31.65
388991,"occ",37203,"Cuon alpinus",3,45383,"Pleistocene",NA,2.588,0.0117,9974,109.25,34.166668
395161,"occ",22491,"Canis",5,41198,"Gelasian","Calabrian",2.588,0.781,9955,37.5,5.25
398243,"occ",13066,"Canis lupus",3,44860,"Pleistocene",NA,2.588,0.0117,10274,-84.833336,34.150002
398244,"occ",13066,"Urocyon cinereoargenteus",3,52594,"Pleistocene",NA,2.588,0.0117,10274,-84.833336,34.150002
407962,"occ",11803,"Canis",5,41198,"Late Pleistocene",NA,0.126,0.0117,10604,35.049999,32.716667
407963,"occ",11803,"Vulpes",5,41248,"Late Pleistocene",NA,0.126,0.0117,10604,35.049999,32.716667
407964,"occ",11803,"Vulpes vulpes",3,52691,"Late Pleistocene",NA,0.126,0.0117,10604,35.049999,32.716667
407997,"occ",39252,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,10604,35.049999,32.716667
407998,"occ",39252,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,10604,35.049999,32.716667
408440,"occ",39314,"Canis lupus",3,44860,"Pleistocene",NA,2.588,0.0117,10617,31.913889,38.279167
408441,"occ",39314,"Canis aureus",3,104156,"Pleistocene",NA,2.588,0.0117,10617,31.913889,38.279167
408442,"occ",39314,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,10617,31.913889,38.279167
408500,"occ",39321,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,10617,30.520555,39.776669
408501,"occ",39321,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,10617,30.520555,39.776669
408555,"occ",39322,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,10617,35.463055,40.873333
412079,"occ",39847,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,10805,23.916668,44.75
412082,"occ",39848,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,10805,23.916668,44.75
415525,"occ",40266,"Nyctereutes",5,41225,"Early Pleistocene",NA,2.588,0.781,10889,108.5,51.833332
415526,"occ",40266,"Canis lupus",3,44860,"Early Pleistocene",NA,2.588,0.781,10889,108.5,51.833332
416649,"occ",40398,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,10904,44.116669,41.966667
416698,"occ",40401,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,10904,44.116669,41.966667
417541,"occ",40497,"Canis lupus",3,44860,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,10916,84.271942,49.738609
417579,"occ",40500,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,10917,13.848056,44.868332
418305,"occ",36112,"Canis",5,41198,"MN 17",NA,2.588,1.806,10948,-0.916667,40.216667
418306,"occ",36112,"Vulpes",5,41248,"MN 17",NA,2.588,1.806,13795,-0.916667,40.216667
418307,"occ",36112,"Nyctereutes",5,41225,"MN 17",NA,2.588,1.806,13795,-0.916667,40.216667
418337,"occ",34434,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,10946,69.111115,38.598331
418338,"occ",34434,"Vulpes",5,41248,"Pliocene","Pleistocene",5.333,0.0117,10946,69.111115,38.598331
418960,"occ",40695,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,10958,53.426945,39.459999
420015,"occ",40808,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,11465,13.664444,45.768612
421638,"occ",40997,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,11051,15.45,41.783333
421639,"occ",40997,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,11051,15.45,41.783333
421640,"occ",40997,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,11051,15.45,41.783333
421679,"occ",41003,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,11051,15.45,41.783333
421686,"occ",41004,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,11051,15.45,41.783333
421699,"occ",41006,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,11051,15.45,41.783333
421700,"occ",41006,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,11051,15.45,41.783333
421701,"occ",41006,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,11051,15.45,41.783333
436669,"occ",42673,"Canidae",9,41189,"Middle Pleistocene",NA,0.781,0.126,11350,3.95,43.933334
439011,"occ",42866,"Canis aureus",3,104156,"Middle Pleistocene",NA,0.781,0.126,11378,-8.874444,31.869167
439012,"occ",42866,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,11378,-8.874444,31.869167
439013,"occ",42866,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,11378,-8.874444,31.869167
439046,"occ",42241,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,11379,3.416667,45.166668
440026,"occ",43008,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,11397,28.964722,41.018612
440027,"occ",43008,"Vulpes",5,41248,"Middle Pleistocene",NA,0.781,0.126,11397,28.964722,41.018612
440028,"occ",43008,"Cuon",5,41204,"Middle Pleistocene",NA,0.781,0.126,11397,28.964722,41.018612
440029,"occ",43008,"Canis aureus",3,104156,"Middle Pleistocene",NA,0.781,0.126,11397,28.964722,41.018612
440122,"occ",43016,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,11400,14.216667,40.549999
442548,"occ",43617,"Canis",5,41198,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,11457,0.15,45.650002
442555,"occ",43618,"Canis lupus",3,44860,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,11457,0.15,45.983334
442556,"occ",43618,"Vulpes vulpes",3,52691,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,11457,0.15,45.983334
442574,"occ",43619,"Canis lupus",3,44860,"Late Pleistocene",NA,0.126,0.0117,11457,0.15,45.650002
442575,"occ",43619,"Vulpes vulpes",3,52691,"Late Pleistocene",NA,0.126,0.0117,11457,0.15,45.650002
442635,"occ",43629,"Canis lupus",3,44860,"Late Pleistocene",NA,0.126,0.0117,11457,0.15,45.650002
442636,"occ",43629,"Vulpes",5,41248,"Late Pleistocene",NA,0.126,0.0117,11457,0.15,45.650002
442664,"occ",43630,"Canis lupus",3,44860,"Late Pleistocene",NA,0.126,0.0117,11457,0.15,45.650002
442665,"occ",43630,"Vulpes",5,41248,"Late Pleistocene",NA,0.126,0.0117,11457,0.15,45.650002
442682,"occ",43631,"Canis lupus",3,44860,"Late Pleistocene",NA,0.126,0.0117,11457,0.15,45.650002
442683,"occ",43631,"Vulpes",5,41248,"Late Pleistocene",NA,0.126,0.0117,11457,0.15,45.650002
442712,"occ",43632,"Canis lupus",3,44860,"Late Pleistocene",NA,0.126,0.0117,11457,0.15,45.650002
442713,"occ",43632,"Vulpini",7,240230,"Late Pleistocene",NA,0.126,0.0117,11457,0.15,45.650002
442878,"occ",43643,"Vulpes",5,41248,"Middle Pleistocene",NA,0.781,0.126,11465,11.25,45.416668
442908,"occ",43644,"Canis lupus",3,44860,"Early Pleistocene",NA,2.588,0.781,11465,11.25,45.416668
443122,"occ",43645,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,11465,11.25,45.416668
443152,"occ",43649,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,11465,11.25,45.416668
443153,"occ",43649,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,11465,11.25,45.416668
443180,"occ",43650,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,11465,11.25,45.416668
443190,"occ",43651,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,11465,11.25,45.416668
443238,"occ",43653,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,11465,11.25,45.416668
443239,"occ",43653,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,11465,11.25,45.416668
443240,"occ",43653,"Vulpes",5,41248,"Middle Pleistocene",NA,0.781,0.126,11465,11.25,45.416668
443254,"occ",43654,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,11465,11.25,45.416668
443293,"occ",43655,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,11465,11.25,45.416668
443315,"occ",43656,"Canis lupus",3,44860,"Pleistocene",NA,2.588,0.0117,11465,11.033333,45.616669
443316,"occ",43656,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,11465,11.033333,45.616669
443317,"occ",43656,"Vulpes vulpes",3,52691,"Pleistocene",NA,2.588,0.0117,11465,11.033333,45.616669
443318,"occ",43656,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,11465,11.033333,45.616669
443339,"occ",43657,"Canis",5,41198,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,11465,11,45.450001
443340,"occ",43657,"Vulpes",5,41248,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,11465,11,45.450001
443400,"occ",43664,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,11465,11.1,46.016666
443401,"occ",43664,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,11465,11.1,46.016666
443402,"occ",43664,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,11465,11.1,46.016666
443449,"occ",43666,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,11465,11.333333,45.616669
443582,"occ",43689,"Canis lupus",3,44860,"Late Pleistocene",NA,0.126,0.0117,11465,11.55,45.549999
443583,"occ",43689,"Vulpes vulpes",3,52691,"Late Pleistocene",NA,0.126,0.0117,11465,11.55,45.549999
443685,"occ",43699,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,11465,13.748611,45.736389
443686,"occ",43699,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,11465,13.748611,45.736389
443718,"occ",43701,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,11465,13.748611,45.736389
443733,"occ",43702,"Canis lupus",3,44860,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,11465,13.729444,45.726391
443734,"occ",43702,"Vulpes vulpes",3,52691,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,11465,13.729444,45.726391
443770,"occ",43704,"Vulpes",5,41248,"Middle Pleistocene",NA,0.781,0.126,11465,13.646944,45.775833
447654,"occ",44090,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,11572,12.2,41.849998
447692,"occ",44091,"Canis lupus",3,44860,"Pleistocene",NA,2.588,0.0117,11575,18.183332,40.383331
447693,"occ",44091,"Vulpes vulpes",3,52691,"Pleistocene",NA,2.588,0.0117,11575,18.183332,40.383331
448605,"occ",44145,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,11584,11.966667,43.099998
448612,"occ",44146,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,11585,11.466667,43.616669
448613,"occ",44146,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,13155,11.466667,43.616669
448614,"occ",44146,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,11585,11.466667,43.616669
450380,"occ",44231,"Nyctereutes",5,41225,"Pliocene","Pleistocene",5.333,0.0117,12548,3.516667,45.25
450381,"occ",44231,"Vulpes",5,41248,"Pliocene","Pleistocene",5.333,0.0117,12548,3.516667,45.25
450382,"occ",44231,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,12548,3.516667,45.25
457450,"occ",45085,"Vulpes vulpes",3,52691,"Early Pleistocene",NA,2.588,0.781,11725,11.31,50.98
457471,"occ",45065,"Vulpes vulpes",3,52691,"Early Pleistocene",NA,2.588,0.781,11725,11.349722,50.966667
475098,"occ",47129,"Nyctereutes",5,41225,"MN 17",NA,2.588,1.806,11001,3.217,45.549999
475112,"occ",47131,"Nyctereutes",5,41225,"MN 17",NA,2.588,1.806,12548,3.183333,45.566666
475174,"occ",47150,"Nyctereutes",5,41225,"MN 17",NA,2.588,1.806,12578,4.816667,45.166668
475175,"occ",47150,"Vulpes",5,41248,"MN 17",NA,2.588,1.806,12578,4.816667,45.166668
478750,"occ",47624,"Nyctereutes",5,41225,"MN 17",NA,2.588,1.806,12548,3.45,45.150002
478751,"occ",47624,"Canis",5,41198,"MN 17",NA,2.588,1.806,12548,3.45,45.150002
479837,"occ",47828,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,12802,3.866667,45.066666
479850,"occ",47829,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,12802,3.9,45.116669
479879,"occ",47831,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,13065,3.85,45.116669
479880,"occ",47831,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,13065,3.85,45.116669
485280,"occ",48587,"Vulpes vulpes",3,52691,"Late Pleistocene",NA,0.126,0.0117,12964,160,68.75
485281,"occ",48587,"Alopex lagopus",3,43911,"Late Pleistocene",NA,0.126,0.0117,12964,160,68.75
485282,"occ",48587,"Canis lupus",3,44860,"Late Pleistocene",NA,0.126,0.0117,12964,160,68.75
485373,"occ",48580,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,12964,159.300003,70
487205,"occ",48858,"Vulpes vulpes",3,52691,"Pleistocene",NA,2.588,0.0117,13025,39.066666,27.066668
487322,"occ",48889,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,12802,5.395,43.686111
487323,"occ",48889,"Vulpes",5,41248,"Middle Pleistocene",NA,0.781,0.126,12802,5.395,43.686111
487324,"occ",48889,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,12802,5.395,43.686111
487335,"occ",48890,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,13053,5.395,43.686111
487336,"occ",48890,"Vulpes",5,41248,"Middle Pleistocene",NA,0.781,0.126,13053,5.395,43.686111
487353,"occ",48891,"Cuon",5,41204,"Middle Pleistocene",NA,0.781,0.126,12802,5.395,43.686111
487387,"occ",48893,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,12802,5.395,43.686111
487400,"occ",48908,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,12802,5.395,43.686111
487408,"occ",48910,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,12802,5.395,43.686111
487409,"occ",48910,"Cuon",5,41204,"Middle Pleistocene",NA,0.781,0.126,12802,5.395,43.686111
487415,"occ",48911,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,13054,5.395,43.686111
487416,"occ",48911,"Vulpes",5,41248,"Middle Pleistocene",NA,0.781,0.126,13054,5.395,43.686111
487417,"occ",48911,"Cuon",5,41204,"Middle Pleistocene",NA,0.781,0.126,13054,5.395,43.686111
487418,"occ",48911,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,13054,5.395,43.686111
488520,"occ",49089,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,13054,0.633611,43.222221
488547,"occ",49092,"Cuon",5,41204,"Middle Pleistocene",NA,0.781,0.126,13054,2.881667,47.224724
488560,"occ",49093,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,13054,1.2,44.799999
488561,"occ",49093,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,13054,1.2,44.799999
488605,"occ",49094,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,13054,0.366667,43.116669
489315,"occ",49240,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,13150,11.480556,43.624443
489316,"occ",49240,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,13150,11.480556,43.624443
489370,"occ",49254,"Canis",5,41198,"MN 17",NA,2.588,1.806,13155,10.03,44.228058
489577,"occ",48981,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,13167,1.841667,44.485558
489590,"occ",49239,"Canis",5,41198,"Early Pleistocene","Middle Pleistocene",2.588,0.126,13155,12.935556,42.964722
489591,"occ",49239,"Canis",5,41198,"Early Pleistocene","Middle Pleistocene",2.588,0.126,13155,12.935556,42.964722
489961,"occ",49414,"Canis",5,41198,"MN 17",NA,2.588,1.806,13151,13.158889,41.742222
489962,"occ",49414,"Vulpes",5,41248,"MN 17",NA,2.588,1.806,13151,13.158889,41.742222
492287,"occ",32105,"Nyctereutes",5,41225,"MN 17",NA,2.588,1.806,13340,3.45,45.133331
493158,"occ",49814,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,13378,1.731944,52.455276
493203,"occ",49816,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,13380,1.246667,52.940556
494704,"occ",49999,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,13430,7.45,50.483334
497012,"occ",50196,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9643,8.266667,50.066666
497013,"occ",50196,"Cuon",5,41204,"Middle Pleistocene",NA,0.781,0.126,9643,8.266667,50.066666
497014,"occ",50196,"Cuon",5,41204,"Middle Pleistocene",NA,0.781,0.126,9643,8.266667,50.066666
497081,"occ",50198,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9643,8.283333,49.166668
497120,"occ",50199,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9643,8.816667,49.333332
497444,"occ",50242,"Canis lupus",3,44860,"Pleistocene",NA,2.588,0.0117,9643,9.2,48.366669
497510,"occ",50249,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9643,10.483333,51.916668
497635,"occ",50258,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9643,16.934723,48.139999
497636,"occ",50258,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,9643,16.934723,48.139999
497637,"occ",50258,"Cuon",5,41204,"Middle Pleistocene",NA,0.781,0.126,9643,16.934723,48.139999
497638,"occ",50258,"Vulpes",5,41248,"Middle Pleistocene",NA,0.781,0.126,9643,16.934723,48.139999
497675,"occ",50259,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9643,9.516667,48.533333
497676,"occ",50259,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,9643,9.516667,48.533333
497677,"occ",50259,"Cuon alpinus",3,45383,"Middle Pleistocene",NA,0.781,0.126,9643,9.516667,48.533333
497772,"occ",50274,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,8651,9.05,48.516666
498800,"occ",50466,"Canis",5,41198,"Early Pleistocene","Middle Pleistocene",2.588,0.126,13532,15.816667,40.966667
498812,"occ",50342,"Canis lupus",3,44860,"Early Pleistocene",NA,2.588,0.781,13519,7.458889,43.765556
498838,"occ",50342,"Vulpes vulpes",3,52691,"Early Pleistocene",NA,2.588,0.781,13519,7.458889,43.765556
502021,"occ",48093,"Canis",5,41198,"Gelasian",NA,2.588,1.806,13613,1.351389,51.963333
502569,"occ",51100,"Cuon",5,41204,"Middle Pleistocene",NA,0.781,0.126,13623,104.73333,25.627222
502572,"occ",51100,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,13623,104.73333,25.627222
502573,"occ",51100,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,13623,104.73333,25.627222
502579,"occ",51100,"Canidae",9,41189,"Middle Pleistocene",NA,0.781,0.126,13623,104.73333,25.627222
507210,"occ",51482,"Cynotherium",5,94468,"Early Pleistocene","Middle Pleistocene",2.588,0.126,13691,9.693889,40.380833
507233,"occ",51483,"Cynotherium",5,94468,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,13691,9.693889,40.380833
507506,"occ",51504,"Cynotherium",5,94468,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,13691,9.693889,40.380833
507909,"occ",51551,"Cynotherium",5,94468,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,13691,9.693889,40.380833
507951,"occ",51552,"Cynotherium",5,94468,"Late Pleistocene",NA,0.126,0.0117,13691,9.693889,40.380833
507975,"occ",51553,"Cynotherium sardous",3,94469,"Late Pleistocene",NA,0.126,0.0117,13691,9.693889,40.380833
508671,"occ",51684,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,13759,12.489444,42.653332
510967,"occ",51778,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,13786,11.330556,43.318611
536650,"occ",55533,"Canis lupus",3,44860,"Holocene",NA,0.0117,0,14999,4.053056,51.958057
562951,"occ",58809,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,16685,23.033333,42.849998
562952,"occ",58809,"Vulpes",5,41248,"Pliocene","Pleistocene",5.333,0.0117,16685,23.033333,42.849998
565629,"occ",59150,"Canis lupus",3,44860,"Holocene",NA,0.0117,0,16894,2.95,50.299999
571717,"occ",59978,"Dusicyon avus",3,260304,"Late Pleistocene",NA,0.126,0.0117,17245,-50.979443,-31.110277
571718,"occ",59978,"Theriodictis",5,41245,"Late Pleistocene",NA,0.126,0.0117,17245,-50.979443,-31.110277
583571,"occ",21695,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,17685,19.366699,-34.533298
583572,"occ",21695,"Vulpes chama",3,235499,"Pleistocene",NA,2.588,0.0117,17685,19.366699,-34.533298
592868,"occ",26574,"Canidae",9,41189,"Late Hemphillian","Blancan",10.3,1.8,18109,-82.476669,36.419724
596010,"occ",63150,"Canis",5,41198,"Late Pleistocene",NA,0.126,0.0117,18185,-83.364441,42.808887
597517,"occ",63338,"Canis (Pseudalopex) gymnocercus",3,83739,"Holocene",NA,0.0117,0,23893,-62.083332,-38.533333
598097,"occ",63335,"Canis (Pseudalopex)",4,233964,"Middle Pleistocene",NA,0.781,0.126,17632,-61.766666,-38.5
598333,"occ",63427,"Canis",5,41198,"Late Pleistocene",NA,0.126,0.0117,18245,-86.783333,36.183334
598370,"occ",63429,"Canis",5,41198,"Late Pleistocene","Holocene",0.126,0,18245,-86.783333,36.183334
608455,"occ",20636,"Urocyon cinereoargenteus",3,52594,"Late Pleistocene",NA,0.126,0.0117,18730,-81.449997,28.716667
610349,"occ",65405,"Canis dirus",3,44837,"Pleistocene",NA,2.588,0.0117,18853,-80.292503,32.559166
610350,"occ",65405,"Urocyon cinereoargenteus",3,52594,"Pleistocene",NA,2.588,0.0117,18853,-80.292503,32.559166
623887,"occ",20495,"Canis dirus",3,44837,"Rancholabrean",NA,0.3,0.012,19165,-109.650002,29.683332
627310,"occ",67660,"Canidae",9,41189,"Middle Pleistocene",NA,0.781,0.126,19319,38.816666,35.150002
635618,"occ",68380,"Nyctereutes",5,41225,"Early Pleistocene",NA,2.588,0.781,19685,118.096107,31.089722
635619,"occ",68380,"Nyctereutes",5,41225,"Early Pleistocene",NA,2.588,0.781,19685,118.096107,31.089722
641071,"occ",69062,"Cynotherium sardous",3,94469,"Middle Pleistocene",NA,0.781,0.126,19913,9.298056,42.665001
648831,"occ",70118,"Canis",5,41198,"Early Pleistocene","Middle Pleistocene",2.588,0.126,23537,-89.166664,13.783333
648957,"occ",20540,"Canidae",9,41189,"Blancan",NA,4.9,1.8,23541,-116.25,36
654796,"occ",70673,"Canis dirus",3,44837,"Early Pleistocene",NA,2.588,0.781,19694,-64.73333,-21.533333
654797,"occ",70673,"Chrysocyon brachyurus",3,232948,"Early Pleistocene",NA,2.588,0.781,19694,-64.73333,-21.533333
654798,"occ",70673,"Canis (Pseudalopex) gymnocercus",3,83739,"Early Pleistocene",NA,2.588,0.781,19694,-64.73333,-21.533333
654799,"occ",70673,"Theriodictis",5,41245,"Early Pleistocene",NA,2.588,0.781,19694,-64.73333,-21.533333
654893,"occ",70704,"Protocyon troglodytes",3,250733,"Middle Pleistocene",NA,0.781,0.126,19694,-63.066666,-20.75
654894,"occ",70704,"Canis (Pseudalopex)",4,233964,"Middle Pleistocene",NA,0.781,0.126,19694,-63.066666,-20.75
654947,"occ",70705,"Dusicyon",5,41209,"Holocene",NA,0.0117,0,19694,-63.066666,-20.75
655353,"occ",70705,"Dusicyon",5,41209,"Holocene",NA,0.0117,0,19694,-63.066666,-20.75
658992,"occ",71060,"Canis lupus",3,44860,"Early Pleistocene",NA,2.588,0.781,23807,107.283333,47.766666
661478,"occ",71263,"Canis latrans",3,44854,"Late Pleistocene","Holocene",0.126,0,24053,-104.800003,27
661517,"occ",71265,"Dusicyon",5,41209,"Late Pleistocene",NA,0.126,0.0117,23979,-71.511948,-31.928057
661593,"occ",71277,"Canis dirus",3,44837,"Late Pleistocene",NA,0.126,0.0117,23923,-100.716667,23.816668
661623,"occ",71280,"Canidae",9,41189,"Late Pleistocene",NA,0.126,0.0117,23939,-71.166664,-34.5
661650,"occ",71286,"Dusicyon avus",3,260304,"Lujanian",NA,0.781,0.012,24012,-58.700001,-38.566666
661651,"occ",71286,"Canis (Pseudalopex) gymnocercus",3,83739,"Lujanian",NA,0.781,0.012,24012,-58.700001,-38.566666
661670,"occ",71288,"Theriodictis",5,41245,"Ensenadan","Lujanian",1.2,0.012,24007,-58.299999,-27.799999
661739,"occ",71298,"Protocyon",5,41238,"Pleistocene",NA,2.588,0.0117,24084,-51.116669,0.183333
661756,"occ",71301,"Protocyon",5,41238,"Pleistocene",NA,2.588,0.0117,24084,-39.583332,-3.5
