"oid","typ","cid","tna","rnk","tid","oei","oli","eag","lag","rid","lng","lat"
199884,"occ",20639,"Canis dirus",3,44837,"Late Pleistocene",NA,0.126,0.0117,2588,-118,34
199912,"occ",20641,"Canis dirus",3,44837,"Late Pleistocene",NA,0.126,0.0117,2589,-111.199997,40.900002
199913,"occ",20641,"Canis latrans",3,44854,"Late Pleistocene",NA,0.126,0.0117,2589,-111.199997,40.900002
199934,"occ",20642,"Canis latrans",3,44854,"Late Pleistocene",NA,0.126,0.0117,2018,-121.5,38.599998
199935,"occ",20642,"Canis dirus",3,44837,"Late Pleistocene",NA,0.126,0.0117,2018,-121.5,38.599998
199941,"occ",20643,"Alopex lagopus",3,43911,"Late Pleistocene",NA,0.126,0.0117,2872,-153.5,70.5
199948,"occ",20644,"Canis latrans",3,44854,"Late Pleistocene",NA,0.126,0.0117,2018,-120.400002,36.099998
199949,"occ",20644,"Vulpes",5,41248,"Late Pleistocene",NA,0.126,0.0117,2018,-120.400002,36.099998
199950,"occ",20644,"Urocyon",5,41247,"Late Pleistocene",NA,0.126,0.0117,2018,-120.400002,36.099998
199960,"occ",20646,"Canis latrans",3,44854,"Late Pleistocene",NA,0.126,0.0117,2018,-118.199997,34
200019,"occ",20653,"Canis latrans",3,44854,"Late Pleistocene",NA,0.126,0.0117,3567,-82.199997,28.799999
212037,"occ",21294,"Canis mesomelas",3,232943,"Calabrian",NA,1.806,0.781,4454,35.792,4.25
212321,"occ",21377,"Canis mesomelas",3,232943,"Pliocene","Calabrian",5.333,0.781,4469,36.317001,3.975
212356,"occ",21399,"Canis mesomelas",3,232943,"Pliocene","Calabrian",5.333,0.781,4488,36.373001,4.067
212918,"occ",21686,"Cerdocyon thous",3,232946,"Holocene",NA,0.0117,0,4785,-67.583298,8.5667
212932,"occ",21687,"Speothos venaticus",3,232955,"Holocene",NA,0.0117,0,4787,-60,-2.5
213110,"occ",21690,"Canis mesomelas",3,232943,"Holocene",NA,0.0117,0,4792,35,-2.4167
213111,"occ",21690,"Canis adustus",3,232942,"Holocene",NA,0.0117,0,4792,35,-2.4167
213118,"occ",21690,"Lycaon pictus",3,231463,"Holocene",NA,0.0117,0,4792,35,-2.4167
213119,"occ",21690,"Otocyon megalotis",3,232959,"Holocene",NA,0.0117,0,4792,35,-2.4167
213140,"occ",21690,"Canis aureus",3,104156,"Holocene",NA,0.0117,0,4792,35,-2.4167
213251,"occ",21693,"Canis mesomelas",3,232943,"Holocene",NA,0.0117,0,4805,28.6667,-24.6
213252,"occ",21693,"Canis adustus",3,232942,"Holocene",NA,0.0117,0,4805,28.6667,-24.6
213460,"occ",21804,"Canis",5,41198,"Gelasian",NA,2.588,1.806,4451,35.211102,-3.2181
213605,"occ",21856,"Canis aureus",3,104156,"Pleistocene","Holocene",2.588,0,5211,5.9167,35.75
213622,"occ",21856,"Vulpes vulpes",3,52691,"Pleistocene","Holocene",2.588,0,5211,5.9167,35.75
213635,"occ",21857,"Canis aureus",3,104156,"Pleistocene","Holocene",2.588,0,5212,5.9167,35.75
213641,"occ",21857,"Canis anthus",3,233548,"Pleistocene","Holocene",2.588,0,5212,5.9167,35.75
213642,"occ",21857,"Vulpes vulpes",3,52691,"Pleistocene","Holocene",2.588,0,5212,5.9167,35.75
213653,"occ",21859,"Canis",5,41198,"Pleistocene","Holocene",2.588,0,5212,5.9167,35.75
213661,"occ",21859,"Canis aureus",3,104156,"Pleistocene","Holocene",2.588,0,5212,5.9167,35.75
213669,"occ",21859,"Canis anthus",3,233548,"Pleistocene","Holocene",2.588,0,5212,5.9167,35.75
213744,"occ",21886,"Canis aureus",3,104156,"Pleistocene",NA,2.588,0.0117,5209,32.950001,24.766701
213948,"occ",21907,"Canis aureus",3,104156,"Holocene",NA,0.0117,0,5221,25.5,23
213985,"occ",21914,"Canis",5,41198,"Holocene",NA,0.0117,0,5213,24.633301,-27.616699
214024,"occ",21920,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,5213,24.633301,-27.616699
214025,"occ",21920,"Otocyon",5,41228,"Pleistocene",NA,2.588,0.0117,5213,24.633301,-27.616699
214043,"occ",21920,"Lycaon",5,41219,"Pleistocene",NA,2.588,0.0117,5213,24.633301,-27.616699
214047,"occ",21920,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,5213,24.633301,-27.616699
214181,"occ",21953,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,5252,18,-33
214225,"occ",21961,"Canis mesomelas",3,232943,"Calabrian",NA,1.806,0.781,5261,27.7211,-26.016899
216895,"occ",22074,"Canis",5,41198,"Pleistocene","Holocene",2.588,0,5325,29.823,1.374
219129,"occ",22489,"Canis aureus",3,104156,"Pleistocene",NA,2.588,0.0117,5619,-6.0814,34.4356
219138,"occ",22489,"Lycaon",5,41219,"Pleistocene",NA,2.588,0.0117,5619,-6.0814,34.4356
219142,"occ",22489,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,5619,-6.0814,34.4356
219376,"occ",22513,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,5225,33,24.5
219716,"occ",22584,"Vulpes",5,41248,"Calabrian",NA,1.806,0.781,5647,0.3272,35.415798
219803,"occ",22596,"Canis mesomelas",3,232943,"Gelasian",NA,2.588,1.806,5276,35.3736,-2.9806
219842,"occ",22621,"Canidae",9,41189,"Calabrian",NA,1.806,0.781,5652,35.337502,-2.9916
219873,"occ",22628,"Canis mesomelas",3,232943,"Early Pleistocene",NA,2.588,0.781,5653,35.344398,-2.9861
220361,"occ",21862,"Canis",5,41198,"Holocene",NA,0.0117,0,5216,18.866699,-34.150002
220364,"occ",21862,"Vulpes chama",3,235499,"Holocene",NA,0.0117,0,5216,18.866699,-34.150002
220373,"occ",21866,"Canis",5,41198,"Holocene",NA,0.0117,0,5218,25.9167,-30.4167
220388,"occ",21867,"Vulpes chama",3,235499,"Pleistocene",NA,2.588,0.0117,5219,23.9025,-28.652201
220429,"occ",21871,"Canis",5,41198,"Holocene",NA,0.0117,0,5220,36.25,15.25
220484,"occ",21877,"Canis aureus",3,104156,"Pleistocene",NA,2.588,0.0117,5221,28.9,22.9
220491,"occ",21877,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,5221,28.9,22.9
220498,"occ",21882,"Vulpes chama",3,235499,"Holocene",NA,0.0117,0,5221,30.7472,22.5
220510,"occ",21883,"Vulpes chama",3,235499,"Pleistocene","Holocene",2.588,0,5221,30.7264,22.516701
220517,"occ",21883,"Canis",5,41198,"Pleistocene","Holocene",2.588,0,5221,30.7264,22.516701
220528,"occ",21894,"Canis familiaris",3,104153,"Holocene",NA,0.0117,0,5210,31.9333,-14.4022
220590,"occ",21896,"Otocyon megalotis",3,232959,"Holocene",NA,0.0117,0,5227,23.0333,-28.205601
220601,"occ",21896,"Vulpes chama",3,235499,"Holocene",NA,0.0117,0,5227,23.0333,-28.205601
220617,"occ",21897,"Canis mesomelas",3,232943,"Holocene",NA,0.0117,0,5214,23.7167,-28.799999
220656,"occ",21911,"Canis",5,41198,"Holocene",NA,0.0117,0,5213,24.633301,-27.616699
220663,"occ",21911,"Vulpes chama",3,235499,"Holocene",NA,0.0117,0,5213,24.633301,-27.616699
220672,"occ",21912,"Canis",5,41198,"Holocene",NA,0.0117,0,5214,25.866699,-30.233299
220680,"occ",21912,"Vulpes chama",3,235499,"Holocene",NA,0.0117,0,5214,25.866699,-30.233299
220690,"occ",21915,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,5214,23.5553,-27.8458
220707,"occ",21916,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,5235,24.4,-34.099998
220761,"occ",21918,"Canis mesomelas",3,232943,"Holocene",NA,0.0117,0,5234,24.4,-34.099998
220800,"occ",21931,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,5241,18.6833,-34.083302
220806,"occ",21931,"Lycaon pictus",3,231463,"Pleistocene",NA,2.588,0.0117,5241,18.6833,-34.083302
220820,"occ",21931,"Vulpes chama",3,235499,"Pleistocene",NA,2.588,0.0117,5241,18.6833,-34.083302
220836,"occ",21940,"Vulpes chama",3,235499,"Holocene",NA,0.0117,0,5214,25.5,-30.6667
220871,"occ",21946,"Canis",5,41198,"Holocene",NA,0.0117,0,5214,27.633301,-29.0833
220879,"occ",21946,"Vulpes chama",3,235499,"Holocene",NA,0.0117,0,5214,27.633301,-29.0833
220889,"occ",21947,"Vulpes chama",3,235499,"Holocene",NA,0.0117,0,5214,25.85,-30.200001
220896,"occ",21948,"Canis mesomelas",3,232943,"Pleistocene","Holocene",2.588,0,5246,22.1833,-33.533298
220941,"occ",21949,"Lycaon pictus",3,231463,"Pleistocene","Holocene",2.588,0,5248,31.983299,-27.016701
220973,"occ",21950,"Canis mesomelas",3,232943,"Pleistocene","Holocene",2.588,0,5249,21.866699,-33.511101
221007,"occ",21951,"Canis mesomelas",3,232943,"Pleistocene","Holocene",2.588,0,5250,19.4667,-34.583302
221048,"occ",21954,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,5232,18.25,-33.083302
221315,"occ",21276,"Canis mesomelas",3,232943,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,4430,36.167,-1.767
221316,"occ",21276,"Canis adustus",3,232942,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,4430,36.167,-1.767
221317,"occ",21276,"Canis",5,41198,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,4430,36.167,-1.767
221318,"occ",21276,"Otocyon",5,41228,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,4430,36.167,-1.767
221319,"occ",21276,"Canidae",9,41189,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,4430,36.167,-1.767
221353,"occ",21277,"Canis mesomelas",3,232943,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,4430,36.167,-1.767
221354,"occ",21277,"Canis",5,41198,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,4430,36.167,-1.767
221366,"occ",21277,"Lycaon pictus",3,231463,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,4430,36.167,-1.767
221367,"occ",21277,"Otocyon megalotis",3,232959,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,4430,36.167,-1.767
221548,"occ",21296,"Canis mesomelas",3,232943,"Calabrian",NA,1.806,0.781,4454,35.776001,4.176
221577,"occ",21302,"Canis mesomelas",3,232943,"Gelasian",NA,2.588,1.806,4454,35.724998,4.05
224495,"occ",21791,"Canis mesomelas",3,232943,"Pliocene","Calabrian",5.333,0.781,4867,27.733299,-26.016701
224530,"occ",21791,"Canis",5,41198,"Pliocene","Calabrian",5.333,0.781,4867,27.733299,-26.016701
224975,"occ",21822,"Canis",5,41198,"Calabrian",NA,1.806,0.781,4867,27.733601,-26.016701
225019,"occ",21824,"Canis mesomelas",3,232943,"Early Pleistocene",NA,2.588,0.781,4896,27.7208,-26.016701
225040,"occ",21824,"Canis mesomelas",3,232943,"Early Pleistocene",NA,2.588,0.781,4896,27.7208,-26.016701
225041,"occ",21824,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,4896,27.7208,-26.016701
225069,"occ",21824,"Canidae",9,41189,"Early Pleistocene",NA,2.588,0.781,4896,27.7208,-26.016701
225084,"occ",21825,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,4892,27.7208,-26.016701
225106,"occ",21825,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,4892,27.7208,-26.016701
225156,"occ",21825,"Lycaon",5,41219,"Pleistocene",NA,2.588,0.0117,4892,27.7208,-26.016701
225157,"occ",21825,"Otocyon",5,41228,"Pleistocene",NA,2.588,0.0117,4892,27.7208,-26.016701
225166,"occ",21825,"Canidae",9,41189,"Pleistocene",NA,2.588,0.0117,4892,27.7208,-26.016701
225172,"occ",21826,"Canis mesomelas",3,232943,"Pliocene","Pleistocene",5.333,0.0117,4868,27.7208,-26.016701
225238,"occ",21828,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,4888,27.7208,-26.016701
225245,"occ",21828,"Vulpes chama",3,235499,"Pleistocene",NA,2.588,0.0117,4888,27.7208,-26.016701
225277,"occ",21828,"Canidae",9,41189,"Pleistocene",NA,2.588,0.0117,4888,27.7208,-26.016701
225285,"occ",21828,"Canidae",9,41189,"Pleistocene",NA,2.588,0.0117,4888,27.7208,-26.016701
225303,"occ",21829,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,4895,27.7208,-26.016701
225335,"occ",21829,"Canidae",9,41189,"Pleistocene",NA,2.588,0.0117,4895,27.7208,-26.016701
225336,"occ",21829,"Canidae",9,41189,"Pleistocene",NA,2.588,0.0117,4895,27.7208,-26.016701
225597,"occ",21864,"Vulpes chama",3,235499,"Pleistocene",NA,2.588,0.0117,5217,21.5833,32.733299
225604,"occ",21865,"Canis aureus",3,104156,"Pleistocene","Holocene",2.588,0,5217,20.5333,32.133301
225622,"occ",21884,"Vulpes vulpes",3,52691,"Pleistocene","Holocene",2.588,0,5223,22.1667,32.866699
225624,"occ",21884,"Canis",5,41198,"Pleistocene","Holocene",2.588,0,5223,22.1667,32.866699
225642,"occ",21902,"Canis",5,41198,"Holocene",NA,0.0117,0,5230,33.75,16.25
225673,"occ",21903,"Canis",5,41198,"Holocene",NA,0.0117,0,5230,33.75,16.25
225737,"occ",21921,"Canis",5,41198,"Holocene",NA,0.0117,0,5218,18.8333,-33.383301
225754,"occ",21922,"Canis",5,41198,"Holocene",NA,0.0117,0,5236,18.8333,-33.383301
225779,"occ",21924,"Canis mesomelas",3,232943,"Pleistocene","Holocene",2.588,0,5237,28.75,-15.4167
225784,"occ",21924,"Otocyon megalotis",3,232959,"Pleistocene","Holocene",2.588,0,5237,28.75,-15.4167
225845,"occ",21929,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,5238,17.950001,-33.023102
225853,"occ",21929,"Lycaon pictus",3,231463,"Pleistocene",NA,2.588,0.0117,5238,17.950001,-33.023102
225866,"occ",21929,"Vulpes chama",3,235499,"Pleistocene",NA,2.588,0.0117,5238,17.950001,-33.023102
226004,"occ",21952,"Canis mesomelas",3,232943,"Pleistocene","Holocene",2.588,0,5251,19.376802,-34.546085
226061,"occ",21956,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,5255,24.616699,-27.616699
226068,"occ",21956,"Lycaon pictus",3,231463,"Pleistocene",NA,2.588,0.0117,5255,24.616699,-27.616699
226069,"occ",21956,"Otocyon megalotis",3,232959,"Pleistocene",NA,2.588,0.0117,5255,24.616699,-27.616699
226089,"occ",21956,"Vulpes chama",3,235499,"Pleistocene",NA,2.588,0.0117,5255,24.616699,-27.616699
226127,"occ",21957,"Canis",5,41198,"Pleistocene","Holocene",2.588,0,5237,25.65,-33.599998
226130,"occ",21958,"Canis",5,41198,"Holocene",NA,0.0117,0,5230,33.75,16.25
226177,"occ",21960,"Canis mesomelas",3,232943,"Pliocene","Pleistocene",5.333,0.0117,5260,27.5,-26.5
226178,"occ",21960,"Canidae",9,41189,"Pliocene","Pleistocene",5.333,0.0117,5260,27.5,-26.5
226230,"occ",21963,"Canis mesomelas",3,232943,"Pleistocene",NA,2.588,0.0117,5266,36.25,-1.75
226231,"occ",21963,"Canis adustus",3,232942,"Pleistocene",NA,2.588,0.0117,5266,36.25,-1.75
226232,"occ",21963,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,5266,36.25,-1.75
226233,"occ",21963,"Otocyon",5,41228,"Pleistocene",NA,2.588,0.0117,5266,36.25,-1.75
226234,"occ",21963,"Canidae",9,41189,"Pleistocene",NA,2.588,0.0117,5266,36.25,-1.75
226254,"occ",21963,"Lycaon pictus",3,231463,"Pleistocene",NA,2.588,0.0117,5266,36.25,-1.75
226255,"occ",21963,"Otocyon megalotis",3,232959,"Pleistocene",NA,2.588,0.0117,5266,36.25,-1.75
226787,"occ",22066,"Canis",5,41198,"Pleistocene","Holocene",2.588,0,5321,29.6,0.1333
226852,"occ",22067,"Lycaon pictus",3,231463,"Pleistocene","Holocene",2.588,0,5319,29.6,0.1333
226866,"occ",22068,"Lycaon pictus",3,231463,"Pleistocene","Holocene",2.588,0,5320,29.6,0.1333
227011,"occ",22073,"Canis",5,41198,"Holocene",NA,0.0117,0,5324,29.823099,1.2314
227433,"occ",22138,"Canidae",9,41189,"Middle Pleistocene",NA,0.781,0.126,5360,40.466702,10.9
228015,"occ",22329,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,4884,27.75,-26
228035,"occ",22330,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,4891,27.75,-26
228055,"occ",22332,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,5531,27.75,-26
228087,"occ",22334,"Canis mesomelas",3,232943,"Pliocene","Pleistocene",5.333,0.0117,4885,27.75,-26
228107,"occ",22334,"Vulpes",5,41248,"Pliocene","Pleistocene",5.333,0.0117,4885,27.75,-26
228118,"occ",22334,"Lycaon",5,41219,"Pliocene","Pleistocene",5.333,0.0117,4885,27.75,-26
228132,"occ",22334,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,4885,27.75,-26
339309,"occ",32051,"Canis mesomelas",3,232943,"Early Pleistocene",NA,2.588,0.781,10211,36.349998,4.083333
339500,"occ",32059,"Vulpes vulpes",3,52691,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,8611,22.583332,37
339562,"occ",32062,"Vulpes vulpes",3,52691,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,8611,22.583332,37
340129,"occ",32082,"Vulpes vulpes",3,52691,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,8611,22.583332,37
340162,"occ",32086,"Vulpes vulpes",3,52691,"Middle Pleistocene","Late Pleistocene",0.781,0.0117,8611,22.583332,37
340885,"occ",32145,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,8655,22.033333,46.966667
341749,"occ",32195,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,8655,22.033333,46.966667
356210,"occ",33973,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,8655,22.033333,46.966667
356272,"occ",33974,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,8655,22.033333,46.966667
356294,"occ",33974,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,8655,22.033333,46.966667
357127,"occ",33975,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,8655,22.033333,46.966667
357128,"occ",33975,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,8655,22.033333,46.966667
357185,"occ",34009,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,8655,22.033333,46.966667
357186,"occ",34009,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,8655,22.033333,46.966667
357217,"occ",34010,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,8655,22.033333,46.966667
357218,"occ",34010,"Vulpes",5,41248,"Middle Pleistocene",NA,0.781,0.126,8655,22.033333,46.966667
358468,"occ",34102,"Canis lupus",3,44860,"Pleistocene",NA,2.588,0.0117,10946,69.966667,38.349998
358553,"occ",34104,"Canis lupus",3,44860,"Pleistocene",NA,2.588,0.0117,10946,69.966667,38.349998
358554,"occ",34104,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,9043,69.966667,38.349998
358632,"occ",34105,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,8978,36.75,35.133331
360258,"occ",34127,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,8650,5.6,50.483334
360259,"occ",34127,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,8650,5.6,50.483334
361745,"occ",34269,"Vulpes vulpes",3,52691,"Late Pleistocene",NA,0.126,0.0117,9009,-80.397499,27.638332
361746,"occ",34269,"Canis latrans",3,44854,"Late Pleistocene",NA,0.126,0.0117,14678,-80.397499,27.638332
361747,"occ",34269,"Canis",5,41198,"Late Pleistocene",NA,0.126,0.0117,9009,-80.397499,27.638332
361891,"occ",34287,"Canis adustus",3,232942,"Pleistocene",NA,2.588,0.0117,9013,-7.583333,33.583332
361892,"occ",34287,"Lycaon",5,41219,"Pleistocene",NA,2.588,0.0117,9013,-7.583333,33.583332
362182,"occ",34329,"Canis adustus",3,232942,"Pleistocene",NA,2.588,0.0117,9013,-7.583333,33.583332
362197,"occ",34330,"Canis adustus",3,232942,"Middle Pleistocene",NA,0.781,0.126,9013,-7.583333,33.583332
362198,"occ",34330,"Lycaon",5,41219,"Middle Pleistocene",NA,0.781,0.126,9013,-7.583333,33.583332
362817,"occ",34368,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,9031,31.85,37.416668
362966,"occ",34382,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,9039,-101.186203,42.1189
363505,"occ",34434,"Nyctereutes",5,41225,"Pliocene","Pleistocene",5.333,0.0117,9043,69.111115,38.598331
363600,"occ",34446,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9043,79,45
363611,"occ",34447,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9043,78,44
365116,"occ",34593,"Nyctereutes",5,41225,"Villanyian","Pleistocene",3.2,0.0117,9135,24,41.316666
365117,"occ",34593,"Vulpes",5,41248,"Villanyian","Pleistocene",3.2,0.0117,9135,24,41.316666
365196,"occ",34607,"Canidae",9,41189,"Neogene","Pleistocene",23.03,0.0117,9138,27.799999,36.083302
365332,"occ",34617,"Canis",5,41198,"Villanyian","Pleistocene",3.2,0.0117,9135,23.15,40.683334
365333,"occ",34617,"Canis",5,41198,"Villanyian","Pleistocene",3.2,0.0117,9135,23.15,40.683334
366128,"occ",34667,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,9176,123.433334,41.166668
366130,"occ",34667,"Nyctereutes",5,41225,"Pleistocene",NA,2.588,0.0117,9176,123.433334,41.166668
366131,"occ",34667,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,9176,123.433334,41.166668
367530,"occ",34764,"Canis",5,41198,"Villanyian","Pleistocene",3.2,0.0117,9135,21.799999,37.983334
367573,"occ",34766,"Canis lupus",3,44860,"Early Pleistocene",NA,2.588,0.781,9135,21.6,37.516666
367574,"occ",34766,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,9135,21.6,37.516666
367688,"occ",34782,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9135,22.950001,39.366669
367689,"occ",34782,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9135,22.950001,39.366669
367690,"occ",34782,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9135,22.950001,39.366669
367716,"occ",34783,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9135,23.466667,40.566666
367723,"occ",34784,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9135,23.466667,40.566666
367724,"occ",34784,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9135,23.466667,40.566666
367725,"occ",34784,"Canis apolloniensis",3,55004,"Early Pleistocene",NA,2.588,0.781,9136,23.466667,40.566666
367726,"occ",34784,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9135,23.466667,40.566666
367727,"occ",34784,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,9135,23.466667,40.566666
367963,"occ",34808,"Canis lupus",3,44860,"Early Pleistocene","Middle Pleistocene",2.588,0.126,9135,22.950001,39.366669
367964,"occ",34808,"Vulpes",5,41248,"Early Pleistocene","Middle Pleistocene",2.588,0.126,9135,22.950001,39.366669
367968,"occ",34809,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,9135,22.133333,37.400002
367977,"occ",34810,"Vulpes",5,41248,"Pliocene","Pleistocene",5.333,0.0117,9135,21.549999,38.150002
367982,"occ",34811,"Vulpes",5,41248,"Pliocene","Pleistocene",5.333,0.0117,9135,21.433332,38.366669
368280,"occ",34842,"Canidae",9,41189,"Middle Pleistocene",NA,0.781,0.126,9314,-3.016667,37.766666
368519,"occ",34870,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,9345,-3.518889,42.352501
368589,"occ",34872,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,9345,-3.518889,42.352501
368590,"occ",34872,"Canidae",9,41189,"Pleistocene",NA,2.588,0.0117,9345,-3.518889,42.352501
368591,"occ",34872,"Vulpes",5,41248,"Pleistocene",NA,2.588,0.0117,9345,-3.518889,42.352501
368996,"occ",34898,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9343,-2.466667,37.716667
368997,"occ",34898,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9364,-2.466667,37.716667
369044,"occ",34911,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,9372,-0.866667,37.616669
369045,"occ",34911,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9372,-0.866667,37.616669
369046,"occ",34911,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9910,-0.866667,37.616669
369171,"occ",34920,"Canis",5,41198,"Pleistocene",NA,2.588,0.0117,9345,-3.518889,42.352501
369192,"occ",34925,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,9345,-3.518889,42.352501
369203,"occ",34926,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9345,3.518889,42.352501
369226,"occ",34927,"Canis lupus",3,44860,"Middle Pleistocene",NA,0.781,0.126,9345,-3.518889,42.352501
369652,"occ",34898,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,9389,-2.466667,37.716667
369699,"occ",34985,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,9390,-2.566667,37.583332
369785,"occ",34940,"Vulpes vulpes",3,52691,"Pleistocene",NA,2.588,0.0117,9383,-3.5,53.216702
370245,"occ",35045,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,9309,20.5,48.083332
370246,"occ",35045,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,9309,20.5,48.083332
370283,"occ",35047,"Vulpes vulpes",3,52691,"Middle Pleistocene",NA,0.781,0.126,9309,21.383333,48.183334
370428,"occ",35076,"Canis",5,41198,"Pliocene","Pleistocene",5.333,0.0117,9424,0.383333,43.133331
370531,"occ",35078,"Canis",5,41198,"Early Pleistocene","Middle Pleistocene",2.588,0.126,9469,-2.533333,37.816666
373590,"occ",35359,"Alopex",5,41193,"Pliocene","Pleistocene",5.333,0.0117,9534,18.450001,45.866669
374419,"occ",35383,"Vulpes",5,41248,"Pliocene","Pleistocene",5.333,0.0117,9534,18.4,45.833332
375048,"occ",35428,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9534,20.75,48.516666
375148,"occ",35431,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9534,20.75,48.516666
375514,"occ",35442,"Canis lupus",3,44860,"Early Pleistocene",NA,2.588,0.781,9534,18.4,45.833332
375515,"occ",35442,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9534,18.4,45.833332
375516,"occ",35442,"Vulpes vulpes",3,52691,"Early Pleistocene",NA,2.588,0.781,9534,18.4,45.833332
375517,"occ",35442,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,9534,18.4,45.833332
375518,"occ",35442,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,9534,18.4,45.833332
375632,"occ",35457,"Canis",5,41198,"Early Pleistocene",NA,2.588,0.781,9534,18.450001,45.866669
375633,"occ",35457,"Vulpes",5,41248,"Early Pleistocene",NA,2.588,0.781,9534,18.450001,45.866669
375892,"occ",35467,"Canis",5,41198,"Middle Pleistocene",NA,0.781,0.126,9534,18.450001,45.866669
